,CarModel,AgeOfCar,Price,OdoMeterReading,Fuel_Type,DealingType,GearSystem,NoOfOwners,CarCompany,Scalled_Price,Scaled_OdoMeterReading,Fuel_Type_le,DealingType_le,GearSystem_le,NoOfOwners_le,CarCompany_le
1143,Maruti Swift 1.2 DLX,8,275000.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.022522522522522518,-0.5621031804494312,4,1,1,0,18
1144,Honda City 1.5 V MT,12,375000.0,68000,Petrol,Direct Owner,Manual,Second Owner,Honda,0.03153153153153153,-0.04750938775013598,4,1,1,2,9
1145,Maruti Wagon R AMT VXI,9,375000.0,32942,Petrol,Broker,Automatic,First Owner,Maruti,0.03153153153153153,-0.7992022704356315,4,0,0,0,18
1146,Chevrolet Sail Hatchback 1.2 LS,7,312500.0,34000,Petrol,Direct Owner,Manual,First Owner,Chevrolet,0.025900900900900897,-0.7765172607408042,4,1,1,0,3
1147,Mahindra XUV500 W6 2WD,6,1250000.0,44000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.11036036036036034,-0.5621031804494312,1,1,1,0,17
1148,Maruti Ciaz 1.4 AT Zeta,4,1087498.75,19000,Petrol,Broker,Automatic,First Owner,Maruti,0.09572060810810809,-1.0981383811778638,4,0,0,0,18
1149,Maruti Celerio ZXI AMT BSIV,5,625000.0,14000,Petrol,Direct Owner,Automatic,First Owner,Maruti,0.05405405405405405,-1.2053454213235502,4,1,0,0,18
1150,Maruti Alto K10 VXI,6,375000.0,35489,Petrol,Direct Owner,Manual,First Owner,Maruti,0.03153153153153153,-0.7445910041854188,4,1,1,0,18
1151,Ford Ecosport 1.5 DV5 MT Titanium,9,725000.0,124000,Diesel,Direct Owner,Manual,First Owner,Ford,0.06306306306306306,1.153209461881553,1,1,1,0,8
1152,Toyota Etios V,10,518750.0,44771,Petrol,Broker,Manual,First Owner,Toyota,0.04448198198198198,-0.5455718548589663,4,0,1,0,26
1153,Maruti Zen Estilo VXI BSIV,13,162500.0,54000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.012387387387387387,-0.3476891001580582,4,1,1,2,18
1154,Hyundai EON D Lite Plus,8,312500.0,34000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.025900900900900897,-0.7765172607408042,4,1,1,0,10
1155,Maruti Alto 800 VXI,6,352500.0,24000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.029504504504504498,-0.9909313410321773,4,1,1,0,18
1156,Hyundai Santro Xing GLS,15,237500.0,74000,Petrol,Direct Owner,Manual,Third Owner,Hyundai,0.019144144144144143,0.08113906042468783,4,1,1,4,10
1159,Maruti Eeco 5 Seater AC BSIV,5,375000.0,29000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.03153153153153153,-0.8837243008864907,4,1,1,0,18
1160,Maruti Swift AMT VXI,5,750000.0,22000,Petrol,Direct Owner,Automatic,First Owner,Maruti,0.0653153153153153,-1.0338141570904518,4,1,0,0,18
1161,Maruti Alto LXi,14,175000.0,84000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.013513513513513513,0.2955531407160608,4,1,1,2,18
1162,Chevrolet Sail LS ABS,9,468750.0,44000,Diesel,Direct Owner,Manual,First Owner,Chevrolet,0.03997747747747748,-0.5621031804494312,1,1,1,0,3
1163,Maruti Alto LXi BSIII,13,187500.0,44000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.014639639639639638,-0.5621031804494312,4,1,1,2,18
1164,Ford Figo Diesel Titanium,13,131250.0,94000,Diesel,Direct Owner,Manual,Third Owner,Ford,0.009572072072072071,0.5099672210074339,1,1,1,4,8
1165,Maruti Eeco Smiles 5 Seater AC,9,406250.0,34000,Petrol,Broker,Manual,First Owner,Maruti,0.03434684684684685,-0.7765172607408042,4,0,1,0,18
1166,Mahindra KUV 100 mFALCON G80 K2,6,562500.0,34000,Petrol,Direct Owner,Manual,First Owner,Mahindra,0.04842342342342342,-0.7765172607408042,4,1,1,0,17
1168,Maruti Swift VDI,8,625000.0,104000,Diesel,Broker,Manual,First Owner,Maruti,0.05405405405405405,0.7243813012988068,1,0,1,0,18
1169,Honda City S,10,562500.0,100987,Petrol,Broker,Manual,First Owner,Honda,0.04842342342342342,0.6597783389070162,4,0,1,0,9
1170,Nissan Micra Diesel XV Primo,11,281250.0,133000,Diesel,Direct Owner,Manual,First Owner,Nissan,0.023085585585585582,1.3461821341437885,1,1,1,0,21
1171,Maruti Wagon R Stingray VXI,9,375000.0,63059,Petrol,Broker,Manual,First Owner,Maruti,0.03153153153153153,-0.15345138482210338,4,0,1,0,18
1172,Skoda Laura Ambiente 2.0 TDI CR MT,11,481250.0,56000,Diesel,Broker,Manual,First Owner,Skoda,0.0411036036036036,-0.3048062840997836,1,0,1,0,24
1173,Maruti Wagon R ZXI 1.2,4,718750.0,34000,Petrol,Broker,Manual,First Owner,Maruti,0.06249999999999999,-0.7765172607408042,4,0,1,0,18
1174,Maruti Ritz LDi,7,500000.0,94000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.04279279279279279,0.5099672210074339,1,1,1,2,18
1175,Maruti Swift Dzire VDI,8,668750.0,84000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.05799549549549549,0.2955531407160608,1,1,1,0,18
1177,Toyota Innova 2.5 GX (Diesel) 7 Seater,8,1175000.0,132000,Diesel,Direct Owner,Manual,First Owner,Toyota,0.10360360360360359,1.3247407261146513,1,1,1,0,26
1178,Chevrolet Spark 1.0 LT,10,300000.0,14000,Petrol,Direct Owner,Manual,First Owner,Chevrolet,0.02477477477477477,-1.2053454213235502,4,1,1,0,3
1179,Hyundai Santro Xing XG eRLX Euro III,17,75000.0,124000,Petrol,Direct Owner,Manual,Third Owner,Hyundai,0.004504504504504504,1.153209461881553,4,1,1,4,10
1180,Hyundai Creta 1.6 CRDi SX,7,668750.0,56600,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.05799549549549549,-0.2919414392823012,1,1,1,0,10
1181,Honda Amaze EX i-Dtech,10,437500.0,94000,Diesel,Direct Owner,Manual,Second Owner,Honda,0.037162162162162164,0.5099672210074339,1,1,1,2,9
1182,Maruti Alto K10 LXI,6,400000.0,54000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.033783783783783786,-0.3476891001580582,4,1,1,0,18
1183,Toyota Corolla AE,17,200000.0,144000,Petrol,Direct Owner,Manual,Second Owner,Toyota,0.015765765765765764,1.582037622464299,4,1,1,2,26
1184,Mahindra Thar 4X2,9,625000.0,39000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.05405405405405405,-0.6693102205951177,1,1,1,0,17
1185,Hyundai i20 Magna,13,312500.0,44000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.025900900900900897,-0.5621031804494312,4,1,1,0,10
1186,Renault Pulse RxZ Optional,11,406250.0,51000,Diesel,Broker,Manual,First Owner,Renault,0.03434684684684685,-0.4120133242454701,1,0,1,0,23
1187,Maruti Alto LXi,15,125000.0,134000,Petrol,Direct Owner,Manual,Fourth & Above Owner,Maruti,0.009009009009009009,1.367623542172926,4,1,1,1,18
1188,Chevrolet Beat Diesel PS,11,162500.0,62000,Diesel,Broker,Manual,First Owner,Chevrolet,0.012387387387387387,-0.1761578359249598,1,0,1,0,3
1189,Honda City i VTEC V,7,798750.0,32205,Petrol,Broker,Manual,First Owner,Honda,0.0697072072072072,-0.8150045881531057,4,0,1,0,9
1190,Tata Indigo Grand Dicor,10,263750.0,84000,Diesel,Direct Owner,Manual,First Owner,Tata,0.021509009009009004,0.2955531407160608,1,1,1,0,25
1191,Fiat Linea Emotion,13,212500.0,104000,Petrol,Direct Owner,Manual,First Owner,Fiat,0.01689189189189189,0.7243813012988068,4,1,1,0,6
1192,Honda City i DTEC S,9,650000.0,86000,Diesel,Direct Owner,Manual,First Owner,Honda,0.05630630630630631,0.33843595677433547,1,1,1,0,9
1193,Honda Jazz VX,5,750000.0,24000,Petrol,Direct Owner,Manual,First Owner,Honda,0.0653153153153153,-0.9909313410321773,4,1,1,0,9
1194,Skoda Rapid 1.6 MPI AT Ambition BSIV,6,1125000.0,19000,Petrol,Direct Owner,Automatic,First Owner,Skoda,0.09909909909909909,-1.0981383811778638,4,1,0,0,24
1195,Chevrolet Beat Diesel LS,11,150000.0,114000,Diesel,Direct Owner,Manual,First Owner,Chevrolet,0.01126126126126126,0.9387953815901798,1,1,1,0,3
1196,Tata Tiago 1.2 Revotron XE,6,375000.0,54000,Petrol,Direct Owner,Manual,First Owner,Tata,0.03153153153153153,-0.3476891001580582,4,1,1,0,25
1197,Maruti Swift 1.3 VXi,18,137500.0,84000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.010135135135135134,0.2955531407160608,4,1,1,0,18
1198,Tata Tiago 1.05 Revotorq XE,7,475000.0,42000,Diesel,Broker,Manual,First Owner,Tata,0.04054054054054054,-0.6049859965077058,1,0,1,0,25
1199,Volkswagen Vento 1.5 TDI Comfortline AT,9,406250.0,74000,Diesel,Direct Owner,Automatic,First Owner,Volkswagen,0.03434684684684685,0.08113906042468783,1,1,0,0,27
1200,Renault KWID RXL,4,375000.0,19000,Petrol,Direct Owner,Manual,First Owner,Renault,0.03153153153153153,-1.0981383811778638,4,1,1,0,23
1201,Hyundai i20 Active 1.2 S,6,712500.0,39000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.061936936936936936,-0.6693102205951177,4,1,1,0,10
1202,Mahindra Verito Vibe 1.5 dCi D4,10,312500.0,64000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.025900900900900897,-0.1332750198666852,1,1,1,0,17
1203,Tata Tiago 2019-2020 XE Diesel,7,481250.0,42000,Diesel,Broker,Manual,First Owner,Tata,0.0411036036036036,-0.6049859965077058,1,0,1,0,25
1204,Maruti Alto K10 VXI,7,437500.0,24000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.037162162162162164,-0.9909313410321773,4,1,1,0,18
1205,Maruti Ertiga VDI,11,750000.0,124000,Diesel,Direct Owner,Manual,Third Owner,Maruti,0.0653153153153153,1.153209461881553,1,1,1,4,18
1206,Fiat Grande Punto EVO 1.3 Active,9,325000.0,54000,Diesel,Direct Owner,Manual,First Owner,Fiat,0.027027027027027025,-0.3476891001580582,1,1,1,0,6
1207,Chevrolet Sail Hatchback 1.2 LS,7,312500.0,34000,Petrol,Direct Owner,Manual,First Owner,Chevrolet,0.025900900900900897,-0.7765172607408042,4,1,1,0,3
1208,Maruti Baleno Alpha 1.2,5,862500.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.07545045045045044,-0.5621031804494312,4,1,1,0,18
1209,Renault Duster 110PS Diesel RxZ,10,812500.0,124000,Diesel,Direct Owner,Manual,First Owner,Renault,0.07094594594594594,1.153209461881553,1,1,1,0,23
1210,Mahindra Scorpio EX,10,562500.0,114000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.04842342342342342,0.9387953815901798,1,1,1,0,17
1211,Hyundai i10 Magna 1.2 iTech SE,11,237500.0,64000,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.019144144144144143,-0.1332750198666852,4,1,1,2,10
1212,Ford EcoSport 1.5 TDCi Titanium BSIV,5,1187500.0,25394,Diesel,Broker,Manual,First Owner,Ford,0.10472972972972971,-0.9610420182395598,1,0,1,0,8
1213,Ford Fiesta 1.4 ZXi Leather,16,125000.0,174000,Petrol,Direct Owner,Manual,First Owner,Ford,0.009009009009009009,2.225279863338418,4,1,1,0,8
1214,Chevrolet Cruze LTZ AT,11,612500.0,46000,Diesel,Broker,Automatic,First Owner,Chevrolet,0.05292792792792793,-0.5192203643911566,1,0,0,0,3
1215,Maruti Ertiga SHVS VDI,7,1000000.0,74000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.08783783783783783,0.08113906042468783,1,1,1,2,18
1216,Honda WR-V i-DTEC VX,5,1000000.0,39000,Diesel,Direct Owner,Manual,First Owner,Honda,0.08783783783783783,-0.6693102205951177,1,1,1,0,9
1217,Hyundai Accent Executive CNG,11,231250.0,71000,CNG,Broker,Manual,Second Owner,Hyundai,0.01858108108108108,0.016814836337275922,0,0,1,2,10
1218,Honda Jazz 1.5 VX i DTEC,8,562500.0,42000,Diesel,Direct Owner,Manual,First Owner,Honda,0.04842342342342342,-0.6049859965077058,1,1,1,0,9
1219,Maruti Eeco 5 Seater Standard BSIV,4,475000.0,9000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.04054054054054054,-1.3125524614692368,4,1,1,0,18
1220,Maruti Zen Estilo LXI Green (CNG),13,181250.0,72000,CNG,Direct Owner,Manual,Second Owner,Maruti,0.014076576576576577,0.03825624436641322,0,1,1,2,18
1223,Hyundai Verna 1.6 SX CRDi (O),11,562500.0,114000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.04842342342342342,0.9387953815901798,1,1,1,2,10
1224,Datsun GO A,8,312500.0,44000,Petrol,Direct Owner,Manual,Second Owner,Datsun,0.025900900900900897,-0.5621031804494312,4,1,1,2,5
1225,Skoda Fabia 1.2 TDI Active,12,343750.0,64000,Diesel,Direct Owner,Manual,Second Owner,Skoda,0.028716216216216214,-0.1332750198666852,1,1,1,2,24
1226,Maruti Baleno Alpha,4,875000.0,20000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.07657657657657657,-1.0766969731487264,4,1,1,0,18
1227,Chevrolet Sail Hatchback LT ABS,10,281250.0,84000,Diesel,Direct Owner,Manual,First Owner,Chevrolet,0.023085585585585582,0.2955531407160608,1,1,1,0,3
1228,Renault Duster 85PS Diesel RxL,10,562500.0,5000,Diesel,Broker,Manual,Second Owner,Renault,0.04842342342342342,-1.398318093585786,1,0,1,2,23
1229,Tata Xenon XT EX 4X4,13,187500.0,74000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.014639639639639638,0.08113906042468783,1,1,1,2,25
1231,Tata Indica Vista Quadrajet LX,11,150000.0,84000,Diesel,Direct Owner,Manual,Third Owner,Tata,0.01126126126126126,0.2955531407160608,1,1,1,4,25
1232,Maruti Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,5,387500.0,32000,Petrol,Broker,Manual,First Owner,Maruti,0.03265765765765766,-0.8194000767990788,4,0,1,0,18
1233,Maruti Swift Dzire VDI,8,650000.0,54000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.05630630630630631,-0.3476891001580582,1,1,1,0,18
1234,Honda Civic 1.8 V MT,15,437500.0,79000,Petrol,Direct Owner,Manual,Second Owner,Honda,0.037162162162162164,0.18834610057037432,4,1,1,2,9
1235,Maruti Wagon R VXI BS IV,9,262500.0,74000,Petrol,Direct Owner,Manual,Third Owner,Maruti,0.021396396396396393,0.08113906042468783,4,1,1,4,18
1237,Maruti 800 AC BSIII,18,150000.0,24000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.01126126126126126,-0.9909313410321773,4,1,1,2,18
1238,Maruti Alto K10 2010-2014 VXI,13,144998.75,74000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.010810698198198198,0.08113906042468783,4,1,1,0,18
1239,Datsun RediGO 1.0 S,6,262500.0,19000,Petrol,Broker,Manual,Second Owner,Datsun,0.021396396396396393,-1.0981383811778638,4,0,1,2,5
1241,Maruti Eeco CNG 5 Seater AC BSIV,3,618750.0,11000,CNG,Direct Owner,Manual,First Owner,Maruti,0.053490990990990986,-1.2696696454109622,0,1,1,0,18
1242,Hyundai Santro Xing XG,19,100000.0,62000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.006756756756756757,-0.1761578359249598,4,1,1,0,10
1244,Maruti Swift Dzire VDi,11,562500.0,37000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.04842342342342342,-0.7121930366533923,1,1,1,0,18
1245,Volkswagen Polo GTI,6,1031250.0,17599,Petrol,Broker,Automatic,First Owner,Volkswagen,0.09065315315315314,-1.128177793826685,4,0,0,0,27
1246,Tata Nano CX,9,68750.0,44000,Petrol,Direct Owner,Manual,First Owner,Tata,0.003941441441441441,-0.5621031804494312,4,1,1,0,25
1247,Hyundai Elite i20 Magna Plus Diesel,4,912500.0,39000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.07995495495495494,-0.6693102205951177,1,1,1,2,10
1248,Maruti 800 Std,24,56250.0,54000,Petrol,Direct Owner,Manual,Third Owner,Maruti,0.0028153153153153147,-0.3476891001580582,4,1,1,4,18
1249,Honda Amaze VX Diesel BSIV,5,975000.0,29000,Diesel,Broker,Manual,First Owner,Honda,0.08558558558558557,-0.8837243008864907,1,0,1,0,9
1250,Datsun GO Plus Remix Limited Edition,7,375000.0,39000,Petrol,Direct Owner,Manual,First Owner,Datsun,0.03153153153153153,-0.6693102205951177,4,1,1,0,5
1251,Maruti Wagon R LXI Minor,14,187500.0,57000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.014639639639639638,-0.2833648760706463,4,1,1,0,18
1252,Maruti Wagon R LXI DUO BSIII,14,193750.0,64000,LPG,Direct Owner,Manual,Second Owner,Maruti,0.015202702702702702,-0.1332750198666852,3,1,1,2,18
1253,Renault KWID RXL,4,468750.0,14000,Petrol,Direct Owner,Manual,First Owner,Renault,0.03997747747747748,-1.2053454213235502,4,1,1,0,23
1254,Maruti A-Star Vxi,13,225000.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.018018018018018014,-0.5621031804494312,4,1,1,0,18
1255,Maruti Celerio ZXI,7,543748.75,25000,Petrol,Broker,Manual,First Owner,Maruti,0.04673412162162162,-0.96948993300304,4,0,1,0,18
1256,Tata Indigo TDI,14,125000.0,124000,Diesel,Direct Owner,Manual,Third Owner,Tata,0.009009009009009009,1.153209461881553,1,1,1,4,25
1257,Volkswagen CrossPolo 1.2 MPI,7,437500.0,114000,Petrol,Direct Owner,Manual,First Owner,Volkswagen,0.037162162162162164,0.9387953815901798,4,1,1,0,27
1258,Honda Jazz 1.5 VX i DTEC,5,987500.0,23571,Diesel,Broker,Manual,First Owner,Honda,0.0867117117117117,-1.000129705076677,1,0,1,0,9
1259,Maruti 800 Std,25,50000.0,44000,Petrol,Direct Owner,Manual,Fourth & Above Owner,Maruti,0.0022522522522522522,-0.5621031804494312,4,1,1,1,18
1260,Mahindra Bolero 2011-2019 SLX,10,500000.0,111000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.04279279279279279,0.8744711575027679,1,1,1,0,17
1261,Skoda Laura Ambiente 2.0 TDI CR MT,11,481250.0,56000,Diesel,Broker,Manual,First Owner,Skoda,0.0411036036036036,-0.3048062840997836,1,0,1,0,24
1264,Maruti 800 AC Uniq,18,81250.0,74000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.005067567567567568,0.08113906042468783,4,1,1,2,18
1265,Maruti Wagon R VXI BS IV,8,462500.0,54000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.039414414414414414,-0.3476891001580582,4,1,1,2,18
1266,Fiat 500 Lounge,15,313748.75,114000,Diesel,Direct Owner,Manual,First Owner,Fiat,0.026013400900900898,0.9387953815901798,1,1,1,0,6
1267,Maruti Alto 800 Std Optional,4,300000.0,9000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.02477477477477477,-1.3125524614692368,4,1,1,0,18
1268,Honda Jazz 1.5 VX i DTEC,6,906250.0,40000,Diesel,Broker,Manual,First Owner,Honda,0.07939189189189189,-0.6478688125659804,1,0,1,0,9
1269,Nissan Micra Diesel XV Premium,10,262500.0,17770,Diesel,Direct Owner,Manual,First Owner,Nissan,0.021396396396396393,-1.1245113130537026,1,1,1,0,21
1270,Hyundai Verna 1.6 VTVT SX,8,950000.0,59340,Petrol,Trustmark Broker,Manual,First Owner,Hyundai,0.08333333333333333,-0.23319198128246502,4,2,1,0,10
1271,Maruti Swift Dzire VDI,8,612500.0,64000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.05292792792792793,-0.1332750198666852,1,1,1,2,18
1272,Honda City 1.3 DX,20,150000.0,169000,Petrol,Direct Owner,Manual,Second Owner,Honda,0.01126126126126126,2.1180728231927315,4,1,1,2,9
1273,Maruti Swift Dzire 1.2 Vxi BSIV,11,460000.0,94000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.03918918918918919,0.5099672210074339,4,1,1,2,18
1274,Chevrolet Spark 1.0 LS,15,93750.0,39000,Petrol,Direct Owner,Manual,Second Owner,Chevrolet,0.006193693693693693,-0.6693102205951177,4,1,1,2,3
1275,Honda Amaze S i-Dtech,8,593750.0,114000,Diesel,Direct Owner,Manual,First Owner,Honda,0.051238738738738736,0.9387953815901798,1,1,1,0,9
1276,Nissan Sunny XL,11,437500.0,44000,Petrol,Direct Owner,Manual,First Owner,Nissan,0.037162162162162164,-0.5621031804494312,4,1,1,0,21
1277,Maruti Swift Dzire VXi,12,375000.0,104000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.03153153153153153,0.7243813012988068,4,1,1,2,18
1278,Fiat Punto EVO 1.3 Dynamic,7,625000.0,39000,Diesel,Direct Owner,Manual,First Owner,Fiat,0.05405405405405405,-0.6693102205951177,1,1,1,0,6
1279,Honda Jazz Select Edition Active,13,356250.0,64000,Petrol,Broker,Manual,Second Owner,Honda,0.02984234234234234,-0.1332750198666852,4,0,1,2,9
1281,Tata Indica Vista Quadrajet 90 VX,11,356250.0,78300,Diesel,Broker,Manual,First Owner,Tata,0.02984234234234234,0.17333711494997822,1,0,1,0,25
1282,Maruti 800 AC,15,100000.0,54000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.006756756756756757,-0.3476891001580582,4,1,1,2,18
1283,Mahindra XUV500 W8 2WD,10,937500.0,45988,Diesel,Broker,Manual,First Owner,Mahindra,0.0822072072072072,-0.5194776612875063,1,0,1,0,17
1284,Tata Indigo GLS,12,100000.0,66000,Petrol,Direct Owner,Manual,Second Owner,Tata,0.006756756756756757,-0.09039220380841058,4,1,1,2,25
1285,Maruti Zen LX,23,106250.0,84000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.00731981981981982,0.2955531407160608,4,1,1,2,18
1286,Toyota Innova 2.5 G (Diesel) 7 Seater,10,968750.0,74000,Diesel,Direct Owner,Manual,Second Owner,Toyota,0.08502252252252251,0.08113906042468783,1,1,1,2,26
1287,Maruti Swift VDI,12,356250.0,54000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.02984234234234234,-0.3476891001580582,1,1,1,2,18
1288,Honda City 1.5 E MT,13,500000.0,54000,Petrol,Direct Owner,Manual,First Owner,Honda,0.04279279279279279,-0.3476891001580582,4,1,1,0,9
1289,Hyundai i20 Asta 1.4 CRDi,7,537500.0,84000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.04617117117117117,0.2955531407160608,1,1,1,0,10
1290,Skoda Yeti Ambition 4WD,12,437500.0,84000,Diesel,Direct Owner,Manual,First Owner,Skoda,0.037162162162162164,0.2955531407160608,1,1,1,0,24
1291,Hyundai Verna 1.6 CRDi SX,7,775000.0,64000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.06756756756756756,-0.1332750198666852,1,1,1,0,10
1292,Ford Ecosport 1.5 DV5 MT Titanium,10,531250.0,76000,Diesel,Direct Owner,Manual,First Owner,Ford,0.04560810810810811,0.12402187648296242,1,1,1,0,8
1293,Hyundai Xcent 1.1 CRDi Base,6,375000.0,84000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.03153153153153153,0.2955531407160608,1,1,1,0,10
1294,Toyota Etios VD,9,637498.75,161000,Diesel,Direct Owner,Manual,Second Owner,Toyota,0.05518006756756757,1.946541558959633,1,1,1,2,26
1295,Datsun RediGO 1.0 S,6,262500.0,19000,Petrol,Broker,Manual,Second Owner,Datsun,0.021396396396396393,-1.0981383811778638,4,0,1,2,5
1296,Maruti SX4 Vxi BSIV,11,281250.0,114000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.023085585585585582,0.9387953815901798,4,1,1,2,18
1297,Hyundai i20 1.4 CRDi Sportz,12,401250.0,85257,Diesel,Broker,Manual,First Owner,Hyundai,0.0338963963963964,0.3225049906086864,1,0,1,0,10
1298,Hyundai i20 1.4 Magna Executive,10,350000.0,56000,Diesel,Broker,Manual,First Owner,Hyundai,0.029279279279279275,-0.3048062840997836,1,0,1,0,10
1299,OpelCorsa 1.4 GL,21,43750.0,104000,Petrol,Direct Owner,Manual,Third Owner,OpelCorsa,0.0016891891891891888,0.7243813012988068,4,1,1,4,22
1300,Skoda Superb Elegance 2.0 TDI CR AT,14,443750.0,104000,Diesel,Direct Owner,Automatic,Second Owner,Skoda,0.03772522522522522,0.7243813012988068,1,1,0,2,24
1301,Tata Manza Aura (ABS) Safire BS IV,13,137500.0,81073,Petrol,Direct Owner,Manual,Second Owner,Tata,0.010135135135135134,0.23279413941477595,4,1,1,2,25
1302,Maruti Alto LX,16,87500.0,124000,Petrol,Direct Owner,Manual,Third Owner,Maruti,0.00563063063063063,1.153209461881553,4,1,1,4,18
1303,Hyundai i10 Magna,11,287498.75,53824,Petrol,Broker,Manual,First Owner,Hyundai,0.023648536036036033,-0.35146278797118635,4,0,1,0,10
1304,Hyundai Verna 1.6 VTVT SX,8,950000.0,59340,Petrol,Trustmark Broker,Manual,First Owner,Hyundai,0.08333333333333333,-0.23319198128246502,4,2,1,0,10
1305,Hyundai i10 Era,14,312500.0,54000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.025900900900900897,-0.3476891001580582,4,1,1,0,10
1306,Toyota Innova 2.5 G1 BSIV,11,1187500.0,84000,Diesel,Direct Owner,Manual,First Owner,Toyota,0.10472972972972971,0.2955531407160608,1,1,1,0,26
1307,Maruti Swift Dzire VDI,9,475000.0,104000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.04054054054054054,0.7243813012988068,1,1,1,2,18
1308,Mahindra Renault Logan 1.4 GLX Petrol,15,181250.0,29000,Petrol,Direct Owner,Manual,First Owner,Mahindra,0.014076576576576577,-0.8837243008864907,4,1,1,0,17
1309,Volkswagen Polo Diesel Trendline 1.2L,11,250000.0,86000,Diesel,Direct Owner,Manual,Second Owner,Volkswagen,0.020270270270270268,0.33843595677433547,1,1,1,2,27
1310,Maruti Alto K10 2010-2014 VXI,12,168750.0,94000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.01295045045045045,0.5099672210074339,4,1,1,0,18
1311,Honda Amaze SX i-VTEC,8,625000.0,74000,Petrol,Direct Owner,Manual,First Owner,Honda,0.05405405405405405,0.08113906042468783,4,1,1,0,9
1312,Honda City VX CVT,8,1062500.0,62000,Petrol,Broker,Automatic,First Owner,Honda,0.09346846846846846,-0.1761578359249598,4,0,0,0,9
1313,Mahindra KUV 100 mFALCON G80 K2 Plus,7,525000.0,25000,Petrol,Direct Owner,Manual,First Owner,Mahindra,0.04504504504504504,-0.96948993300304,4,1,1,0,17
1315,Maruti Alto LXi,15,87500.0,94000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.00563063063063063,0.5099672210074339,4,1,1,2,18
1318,Tata Manza Aura Safire BS IV,10,250000.0,64000,Petrol,Direct Owner,Manual,First Owner,Tata,0.020270270270270268,-0.1332750198666852,4,1,1,0,25
1319,Maruti Ertiga VXI,9,625000.0,39000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.05405405405405405,-0.6693102205951177,4,1,1,0,18
1320,Tata Indica Vista TDI LX,12,156250.0,124000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.011824324324324323,1.153209461881553,1,1,1,2,25
1321,Hyundai Grand i10 1.2 Kappa Magna AT,6,687500.0,23890,Petrol,Broker,Automatic,First Owner,Hyundai,0.059684684684684686,-0.9932898959153823,4,0,0,0,10
1322,Maruti Ignis 1.2 Sigma BSIV,4,562500.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.04842342342342342,-0.5621031804494312,4,1,1,0,18
